t,roll,pitch,roll_rate,pitch_rate,FL_x,FL_y,FL_z,FR_x,FR_y,FR_z,RL_x,RL_y,RL_z,RR_x,RR_y,RR_z
0.000,0.00,0.00,0.00,0.00,0.0207,0.0800,-0.1700,-0.0239,-0.0800,-0.1700,-0.0170,0.0800,-0.1700,0.0292,-0.0800,-0.1700
0.034,0.00,0.00,-19.49,0.02,0.0177,0.0800,-0.1700,-0.0283,-0.0800,-0.1700,-0.0201,0.0800,-0.1700,0.0249,-0.0800,-0.1700
0.064,-0.35,0.00,-23.37,15.39,0.0149,0.0800,-0.1699,-0.0264,-0.0800,-0.1642,-0.0188,0.0800,-0.1639,0.0210,-0.0800,-0.1701
0.094,-0.65,0.58,-25.73,19.15,0.0122,0.0800,-0.1707,-0.0223,-0.0800,-0.1586,-0.0158,0.0800,-0.1561,0.0172,-0.0800,-0.1693
0.124,-1.16,0.41,-34.34,-23.64,0.0095,0.0800,-0.1702,-0.0178,-0.0800,-0.1531,-0.0126,0.0800,-0.1508,0.0134,-0.0800,-0.1698
0.154,-1.61,0.29,1.14,-17.54,0.0068,0.0800,-0.1698,-0.0129,-0.0800,-0.1490,-0.0091,0.0800,-0.1468,0.0095,-0.0800,-0.1702
0.184,-1.84,0.20,17.84,8.16,0.0040,0.0800,-0.1696,-0.0078,-0.0800,-0.1463,-0.0055,0.0800,-0.1442,0.0057,-0.0800,-0.1704
0.215,-2.11,0.14,-6.25,1.22,0.0013,0.0800,-0.1694,-0.0025,-0.0800,-0.1450,-0.0018,0.0800,-0.1428,0.0018,-0.0800,-0.1706
0.245,-2.33,0.10,2.97,-11.49,-0.0014,0.0800,-0.1692,0.0028,-0.0800,-0.1450,0.0020,0.0800,-0.1428,-0.0020,-0.0800,-0.1708
0.275,-2.51,0.07,4.43,-6.02,-0.0041,0.0800,-0.1691,0.0080,-0.0800,-0.1464,0.0057,0.0800,-0.1442,-0.0058,-0.0800,-0.1709
0.305,-2.65,-0.26,11.53,-5.00,-0.0069,0.0800,-0.1685,0.0130,-0.0800,-0.1487,0.0092,0.0800,-0.1474,-0.0097,-0.0800,-0.1715
0.335,-2.61,-0.56,24.32,-2.70,-0.0096,0.0800,-0.1680,0.0179,-0.0800,-0.1522,0.0127,0.0800,-0.1519,-0.0135,-0.0800,-0.1720
0.365,-2.51,-0.76,7.97,5.00,-0.0123,0.0800,-0.1677,0.0224,-0.0800,-0.1573,0.0159,0.0800,-0.1577,-0.0173,-0.0800,-0.1723
0.395,-2.37,-1.07,9.43,-14.28,-0.0150,0.0800,-0.1673,0.0265,-0.0800,-0.1635,0.0188,0.0800,-0.1650,-0.0211,-0.0800,-0.1727
0.425,-2.08,-1.09,9.34,26.39,-0.0177,0.0800,-0.1674,0.0282,-0.0800,-0.1691,0.0200,0.0800,-0.1709,-0.0250,-0.0800,-0.1726
0.455,-1.45,-0.76,-7.38,29.93,-0.0204,0.0800,-0.1682,0.0244,-0.0800,-0.1693,0.0173,0.0800,-0.1707,-0.0288,-0.0800,-0.1718
0.485,-1.55,-0.53,-49.24,33.29,-0.0184,0.0800,-0.1615,0.0205,-0.0800,-0.1698,0.0145,0.0800,-0.1702,-0.0259,-0.0800,-0.1645
0.516,-1.78,0.05,-17.61,13.42,-0.0153,0.0800,-0.1558,0.0166,-0.0800,-0.1708,0.0118,0.0800,-0.1692,-0.0216,-0.0800,-0.1571
0.546,-2.19,0.04,-11.40,-27.80,-0.0121,0.0800,-0.1504,0.0128,-0.0800,-0.1710,0.0091,0.0800,-0.1690,-0.0170,-0.0800,-0.1521
0.576,-2.74,0.02,-6.19,-18.85,-0.0086,0.0800,-0.1463,0.0090,-0.0800,-0.1712,0.0064,0.0800,-0.1688,-0.0121,-0.0800,-0.1485
0.606,-3.22,0.39,-4.31,-12.98,-0.0050,0.0800,-0.1443,0.0051,-0.0800,-0.1720,0.0036,0.0800,-0.1680,-0.0070,-0.0800,-0.1456
0.636,-3.46,0.28,9.51,-26.46,-0.0013,0.0800,-0.1429,0.0013,-0.0800,-0.1719,0.0009,0.0800,-0.1681,-0.0018,-0.0800,-0.1448
0.666,-3.76,0.19,-26.11,-21.86,0.0024,0.0800,-0.1428,-0.0025,-0.0800,-0.1718,-0.0018,0.0800,-0.1682,0.0035,-0.0800,-0.1453
0.695,-4.07,0.14,-24.47,-44.93,0.0061,0.0800,-0.1442,-0.0063,-0.0800,-0.1719,-0.0045,0.0800,-0.1681,0.0086,-0.0800,-0.1470
0.727,-4.35,-0.39,-18.96,-20.79,0.0099,0.0800,-0.1462,-0.0103,-0.0800,-0.1711,-0.0073,0.0800,-0.1689,0.0139,-0.0800,-0.1510
0.758,-4.54,-0.87,-14.43,-14.13,0.0134,0.0800,-0.1499,-0.0143,-0.0800,-0.1704,-0.0102,0.0800,-0.1696,0.0189,-0.0800,-0.1564
0.789,-4.68,-1.44,-20.83,-15.49,0.0166,0.0800,-0.1547,-0.0182,-0.0800,-0.1696,-0.0129,0.0800,-0.1704,0.0235,-0.0800,-0.1633
0.819,-4.78,-1.97,-4.83,-5.00,0.0195,0.0800,-0.1610,-0.0221,-0.0800,-0.1687,-0.0157,0.0800,-0.1713,0.0275,-0.0800,-0.1713
0.850,-4.84,-2.31,7.40,8.50,0.0193,0.0800,-0.1642,-0.0260,-0.0800,-0.1682,-0.0185,0.0800,-0.1718,0.0272,-0.0800,-0.1758
0.880,-4.89,-2.57,12.64,2.75,0.0165,0.0800,-0.1638,-0.0286,-0.0800,-0.1664,-0.0203,0.0800,-0.1708,0.0233,-0.0800,-0.1762
0.911,-4.92,-2.79,12.82,7.17,0.0137,0.0800,-0.1634,-0.0247,-0.0800,-0.1584,-0.0175,0.0800,-0.1634,0.0193,-0.0800,-0.1766
0.941,-4.95,-2.91,3.78,16.02,0.0110,0.0800,-0.1632,-0.0203,-0.0800,-0.1520,-0.0144,0.0800,-0.1575,0.0155,-0.0800,-0.1768
0.972,-4.96,-3.00,18.00,6.03,0.0082,0.0800,-0.1631,-0.0154,-0.0800,-0.1470,-0.0109,0.0800,-0.1527,0.0115,-0.0800,-0.1769
1.003,-4.90,-2.94,35.13,24.48,0.0054,0.0800,-0.1632,-0.0104,-0.0800,-0.1436,-0.0074,0.0800,-0.1492,0.0076,-0.0800,-0.1768
1.033,-4.60,-2.51,39.43,50.01,0.0027,0.0800,-0.1640,-0.0052,-0.0800,-0.1422,-0.0037,0.0800,-0.1466,0.0038,-0.0800,-0.1760
1.063,-4.33,-1.76,8.35,42.99,-0.0000,0.0800,-0.1654,0.0001,-0.0800,-0.1426,0.0001,0.0800,-0.1449,-0.0001,-0.0800,-0.1746
1.093,-4.04,-1.23,13.45,-10.82,-0.0028,0.0800,-0.1663,0.0054,-0.0800,-0.1441,0.0038,0.0800,-0.1448,-0.0039,-0.0800,-0.1737
1.123,-3.74,-0.86,20.49,-31.62,-0.0055,0.0800,-0.1671,0.0106,-0.0800,-0.1466,0.0075,0.0800,-0.1464,-0.0078,-0.0800,-0.1729
1.153,-3.18,-1.12,53.60,-40.84,-0.0082,0.0800,-0.1669,0.0155,-0.0800,-0.1494,0.0110,0.0800,-0.1505,-0.0116,-0.0800,-0.1731
1.184,-2.64,-1.30,12.79,-9.29,-0.0110,0.0800,-0.1668,0.0203,-0.0800,-0.1536,0.0144,0.0800,-0.1557,-0.0154,-0.0800,-0.1732
1.214,-2.28,-1.39,-1.82,-2.66,-0.0137,0.0800,-0.1668,0.0246,-0.0800,-0.1595,0.0175,0.0800,-0.1622,-0.0193,-0.0800,-0.1732
1.244,-1.60,-1.44,18.85,6.11,-0.0164,0.0800,-0.1670,0.0285,-0.0800,-0.1666,0.0202,0.0800,-0.1701,-0.0232,-0.0800,-0.1730
1.274,-1.12,-1.44,19.51,4.48,-0.0192,0.0800,-0.1672,0.0262,-0.0800,-0.1681,0.0186,0.0800,-0.1719,-0.0270,-0.0800,-0.1728
1.304,-0.78,-1.31,-28.80,14.79,-0.0197,0.0800,-0.1641,0.0223,-0.0800,-0.1682,0.0158,0.0800,-0.1718,-0.0277,-0.0800,-0.1691
1.334,-0.91,-0.92,-55.96,18.38,-0.0169,0.0800,-0.1576,0.0185,-0.0800,-0.1689,0.0131,0.0800,-0.1711,-0.0238,-0.0800,-0.1613
1.364,-1.43,-0.64,-49.75,16.74,-0.0137,0.0800,-0.1520,0.0147,-0.0800,-0.1695,0.0104,0.0800,-0.1705,-0.0193,-0.0800,-0.1553
1.394,-1.75,-0.45,9.66,-19.16,-0.0103,0.0800,-0.1477,0.0108,-0.0800,-0.1700,0.0077,0.0800,-0.1700,-0.0146,-0.0800,-0.1506
1.424,-2.10,-0.31,-12.49,-0.71,-0.0067,0.0800,-0.1446,0.0070,-0.0800,-0.1703,0.0050,0.0800,-0.1697,-0.0095,-0.0800,-0.1474
1.454,-2.47,-0.22,-10.44,-18.20,-0.0031,0.0800,-0.1428,0.0032,-0.0800,-0.1706,0.0022,0.0800,-0.1694,-0.0043,-0.0800,-0.1456
1.484,-2.77,-0.15,-9.44,-25.49,0.0007,0.0800,-0.1424,-0.0007,-0.0800,-0.1709,-0.0005,0.0800,-0.1691,0.0009,-0.0800,-0.1452
1.515,-3.18,-0.55,-38.84,-36.58,0.0044,0.0800,-0.1425,-0.0045,-0.0800,-0.1704,-0.0032,0.0800,-0.1696,0.0062,-0.0800,-0.1469
1.545,-3.65,-1.01,-30.65,-27.76,0.0080,0.0800,-0.1438,-0.0084,-0.0800,-0.1698,-0.0059,0.0800,-0.1702,0.0113,-0.0800,-0.1501
1.575,-4.03,-1.62,-10.48,-20.87,0.0115,0.0800,-0.1463,-0.0122,-0.0800,-0.1690,-0.0086,0.0800,-0.1710,0.0163,-0.0800,-0.1548
1.605,-4.32,-2.18,-10.65,-9.99,0.0148,0.0800,-0.1502,-0.0160,-0.0800,-0.1682,-0.0114,0.0800,-0.1718,0.0209,-0.0800,-0.1608
1.635,-4.52,-2.63,-20.60,-8.05,0.0179,0.0800,-0.1557,-0.0199,-0.0800,-0.1676,-0.0141,0.0800,-0.1724,0.0252,-0.0800,-0.1680
1.665,-4.67,-3.04,-5.56,-3.33,0.0206,0.0800,-0.1626,-0.0237,-0.0800,-0.1669,-0.0168,0.0800,-0.1731,0.0290,-0.0800,-0.1764
1.695,-4.77,-3.39,-5.55,-9.86,0.0182,0.0800,-0.1625,-0.0275,-0.0800,-0.1664,-0.0195,0.0800,-0.1736,0.0256,-0.0800,-0.1775
1.725,-4.84,-3.63,-13.44,2.36,0.0155,0.0800,-0.1621,-0.0272,-0.0800,-0.1616,-0.0193,0.0800,-0.1695,0.0218,-0.0800,-0.1779
1.755,-4.89,-3.85,-2.52,-0.96,0.0127,0.0800,-0.1617,-0.0231,-0.0800,-0.1542,-0.0164,0.0800,-0.1628,0.0179,-0.0800,-0.1783
1.785,-4.92,-4.03,24.75,3.76,0.0100,0.0800,-0.1614,-0.0186,-0.0800,-0.1483,-0.0132,0.0800,-0.1574,0.0141,-0.0800,-0.1786
1.815,-4.94,-4.01,44.80,19.22,0.0073,0.0800,-0.1614,-0.0138,-0.0800,-0.1440,-0.0098,0.0800,-0.1531,0.0103,-0.0800,-0.1786
1.845,-4.90,-3.81,39.20,33.77,0.0046,0.0800,-0.1618,-0.0088,-0.0800,-0.1414,-0.0062,0.0800,-0.1499,0.0064,-0.0800,-0.1782
1.875,-4.69,-3.27,27.73,52.54,0.0018,0.0800,-0.1627,-0.0036,-0.0800,-0.1406,-0.0025,0.0800,-0.1475,0.0026,-0.0800,-0.1773
1.906,-4.40,-2.29,19.51,32.53,-0.0009,0.0800,-0.1645,0.0018,-0.0800,-0.1419,0.0012,0.0800,-0.1458,-0.0013,-0.0800,-0.1755
1.936,-4.04,-1.60,28.53,-15.81,-0.0036,0.0800,-0.1657,0.0070,-0.0800,-0.1440,0.0050,0.0800,-0.1459,-0.0051,-0.0800,-0.1743
1.966,-3.54,-1.63,42.95,-31.26,-0.0063,0.0800,-0.1659,0.0121,-0.0800,-0.1462,0.0086,0.0800,-0.1486,-0.0089,-0.0800,-0.1741
1.996,-2.82,-1.77,48.01,-27.87,-0.0091,0.0800,-0.1660,0.0171,-0.0800,-0.1496,0.0121,0.0800,-0.1530,-0.0128,-0.0800,-0.1740
2.026,-1.97,-1.86,7.43,-6.94,-0.0118,0.0800,-0.1662,0.0217,-0.0800,-0.1542,0.0154,0.0800,-0.1587,-0.0167,-0.0800,-0.1738
2.056,-1.38,-1.80,11.66,6.76,-0.0145,0.0800,-0.1665,0.0259,-0.0800,-0.1606,0.0184,0.0800,-0.1654,-0.0205,-0.0800,-0.1735
2.086,-0.97,-1.74,23.02,-0.65,-0.0173,0.0800,-0.1668,0.0289,-0.0800,-0.1676,0.0205,0.0800,-0.1724,-0.0243,-0.0800,-0.1732
2.116,-0.25,-1.61,4.86,8.82,-0.0200,0.0800,-0.1673,0.0250,-0.0800,-0.1675,0.0177,0.0800,-0.1725,-0.0282,-0.0800,-0.1727
2.146,-0.18,-1.13,-39.18,18.09,-0.0189,0.0800,-0.1624,0.0212,-0.0800,-0.1682,0.0150,0.0800,-0.1718,-0.0266,-0.0800,-0.1663
2.176,-0.43,-0.79,-72.19,13.21,-0.0159,0.0800,-0.1561,0.0174,-0.0800,-0.1689,0.0123,0.0800,-0.1711,-0.0225,-0.0800,-0.1590
2.206,-0.81,-0.55,-16.22,24.84,-0.0127,0.0800,-0.1509,0.0135,-0.0800,-0.1694,0.0096,0.0800,-0.1706,-0.0180,-0.0800,-0.1534
2.236,-1.25,-0.39,-12.38,-34.16,-0.0093,0.0800,-0.1469,0.0097,-0.0800,-0.1699,0.0069,0.0800,-0.1701,-0.0131,-0.0800,-0.1492
2.266,-1.55,-0.27,1.72,-6.92,-0.0057,0.0800,-0.1443,0.0059,-0.0800,-0.1702,0.0042,0.0800,-0.1698,-0.0080,-0.0800,-0.1464
2.296,-1.93,-0.19,-17.91,-16.65,-0.0020,0.0800,-0.1428,0.0020,-0.0800,-0.1705,0.0015,0.0800,-0.1695,-0.0028,-0.0800,-0.1450
2.326,-2.41,-0.44,-27.58,-38.81,0.0017,0.0800,-0.1422,-0.0018,-0.0800,-0.1703,-0.0013,0.0800,-0.1697,0.0024,-0.0800,-0.1456
2.357,-2.91,-1.02,-37.75,-46.66,0.0055,0.0800,-0.1424,-0.0057,-0.0800,-0.1695,-0.0040,0.0800,-0.1705,0.0078,-0.0800,-0.1481
2.387,-3.40,-1.63,-29.38,-20.27,0.0091,0.0800,-0.1439,-0.0095,-0.0800,-0.1687,-0.0068,0.0800,-0.1713,0.0129,-0.0800,-0.1520
2.417,-3.87,-2.26,-14.15,-17.38,0.0126,0.0800,-0.1467,-0.0134,-0.0800,-0.1679,-0.0095,0.0800,-0.1721,0.0177,-0.0800,-0.1572
2.447,-4.21,-2.71,-3.51,-0.45,0.0158,0.0800,-0.1511,-0.0172,-0.0800,-0.1673,-0.0122,0.0800,-0.1727,0.0223,-0.0800,-0.1634
2.477,-4.45,-3.05,-8.84,-3.29,0.0187,0.0800,-0.1572,-0.0210,-0.0800,-0.1668,-0.0149,0.0800,-0.1732,0.0264,-0.0800,-0.1708
2.507,-4.61,-3.35,-4.01,-2.36,0.0201,0.0800,-0.1626,-0.0248,-0.0800,-0.1664,-0.0176,0.0800,-0.1736,0.0283,-0.0800,-0.1774
2.537,-4.73,-3.56,-9.48,1.65,0.0174,0.0800,-0.1623,-0.0287,-0.0800,-0.1661,-0.0204,0.0800,-0.1739,0.0245,-0.0800,-0.1777
2.567,-4.81,-3.75,10.52,-0.99,0.0146,0.0800,-0.1619,-0.0260,-0.0800,-0.1591,-0.0185,0.0800,-0.1674,0.0206,-0.0800,-0.1781
2.597,-4.87,-3.99,12.55,-1.21,0.0119,0.0800,-0.1615,-0.0218,-0.0800,-0.1522,-0.0155,0.0800,-0.1612,0.0168,-0.0800,-0.1785
2.627,-4.91,-4.07,21.01,16.55,0.0092,0.0800,-0.1614,-0.0173,-0.0800,-0.1468,-0.0122,0.0800,-0.1561,0.0130,-0.0800,-0.1786
2.657,-4.86,-3.99,39.57,18.08,0.0065,0.0800,-0.1615,-0.0124,-0.0800,-0.1431,-0.0088,0.0800,-0.1521,0.0092,-0.0800,-0.1785
2.687,-4.47,-3.70,49.62,39.75,0.0038,0.0800,-0.1621,-0.0073,-0.0800,-0.1408,-0.0052,0.0800,-0.1493,0.0053,-0.0800,-0.1779
2.717,-3.91,-3.01,42.18,56.65,0.0011,0.0800,-0.1635,-0.0021,-0.0800,-0.1405,-0.0015,0.0800,-0.1472,0.0015,-0.0800,-0.1765
2.748,-3.40,-2.11,19.74,16.34,-0.0017,0.0800,-0.1652,0.0032,-0.0800,-0.1419,0.0023,0.0800,-0.1461,-0.0023,-0.0800,-0.1748
2.778,-2.83,-1.48,31.62,-26.15,-0.0044,0.0800,-0.1664,0.0084,-0.0800,-0.1442,0.0060,0.0800,-0.1468,-0.0062,-0.0800,-0.1736
2.808,-1.98,-1.55,44.35,-44.57,-0.0071,0.0800,-0.1667,0.0135,-0.0800,-0.1466,0.0096,0.0800,-0.1501,-0.0100,-0.0800,-0.1733
2.838,-1.39,-1.65,15.39,-22.95,-0.0098,0.0800,-0.1667,0.0184,-0.0800,-0.1504,0.0130,0.0800,-0.1547,-0.0139,-0.0800,-0.1733
2.868,-0.97,-1.71,9.85,-9.89,-0.0126,0.0800,-0.1668,0.0229,-0.0800,-0.1558,0.0162,0.0800,-0.1605,-0.0177,-0.0800,-0.1732
2.898,-0.26,-1.68,28.62,3.44,-0.0153,0.0800,-0.1672,0.0270,-0.0800,-0.1624,0.0191,0.0800,-0.1677,-0.0216,-0.0800,-0.1728
2.928,0.54,-1.64,17.24,5.38,-0.0180,0.0800,-0.1675,0.0277,-0.0800,-0.1671,0.0197,0.0800,-0.1729,-0.0254,-0.0800,-0.1725
2.958,0.99,-1.61,-28.22,6.03,-0.0207,0.0800,-0.1678,0.0239,-0.0800,-0.1670,0.0170,0.0800,-0.1730,-0.0292,-0.0800,-0.1722
2.988,0.69,-1.49,-67.45,17.65,-0.0181,0.0800,-0.1601,0.0201,-0.0800,-0.1673,0.0143,0.0800,-0.1727,-0.0255,-0.0800,-0.1644
3.018,-0.06,-1.05,-61.82,31.01,-0.0151,0.0800,-0.1542,0.0163,-0.0800,-0.1683,0.0115,0.0800,-0.1717,-0.0212,-0.0800,-0.1576
3.048,-0.40,-0.73,30.30,8.60,-0.0118,0.0800,-0.1495,0.0125,-0.0800,-0.1690,0.0088,0.0800,-0.1710,-0.0166,-0.0800,-0.1522
3.078,-0.79,-0.51,-14.15,-20.13,-0.0083,0.0800,-0.1460,0.0086,-0.0800,-0.1695,0.0061,0.0800,-0.1705,-0.0117,-0.0800,-0.1483
3.108,-1.11,-0.36,-9.15,-2.37,-0.0047,0.0800,-0.1438,0.0048,-0.0800,-0.1699,0.0034,0.0800,-0.1701,-0.0066,-0.0800,-0.1458
3.138,-1.27,-0.25,7.84,-15.98,-0.0010,0.0800,-0.1429,0.0010,-0.0800,-0.1701,0.0007,0.0800,-0.1699,-0.0014,-0.0800,-0.1447
3.168,-1.59,-0.18,-36.78,-26.34,0.0028,0.0800,-0.1432,-0.0028,-0.0800,-0.1704,-0.0020,0.0800,-0.1696,0.0039,-0.0800,-0.1451
3.198,-2.08,-0.61,-39.99,-39.71,0.0064,0.0800,-0.1439,-0.0066,-0.0800,-0.1698,-0.0047,0.0800,-0.1702,0.0091,-0.0800,-0.1476
3.228,-2.65,-1.10,-37.04,-24.73,0.0100,0.0800,-0.1459,-0.0105,-0.0800,-0.1693,-0.0074,0.0800,-0.1707,0.0141,-0.0800,-0.1516
3.258,-3.15,-1.63,-13.12,-16.84,0.0134,0.0800,-0.1491,-0.0143,-0.0800,-0.1686,-0.0101,0.0800,-0.1714,0.0189,-0.0800,-0.1570
3.288,-3.70,-2.29,-24.45,-23.41,0.0165,0.0800,-0.1535,-0.0181,-0.0800,-0.1678,-0.0128,0.0800,-0.1722,0.0233,-0.0800,-0.1640
